,id,qid1,qid2,question1,question2,is_duplicate
155963,155963,308440,308441,How do I increase concentration power?,How can I improve my concentration to the best?,1
58204,58204,7863,115785,"What is the cheapest, painless, easiest way to commit suicide?",What is the best way to commit suicide in India?,1
72762,72762,144601,144602,What will it take to eradicate racism in America?,How can you eradicate racism in america?,1
4167,4167,8332,8333,What is the QuickBooks contact number?,What is Quickbooks Proadvisor?,1
351013,351013,687641,687642,How can I earn money without doing anything?,What are some easy ways to earn money Without doing any hard work?,1
307011,307011,602754,602755,How can I increase my aptitude skills?,How do i increase my aptitude level?,1
172143,172143,340139,340140,How can I make a good cup of coffee at home?,What is the best way to make a good coffee?,1
375880,375880,735333,735334,Can Sharpies cause ink poisoning?,How can a Sharpie marker cause you ink poisoning?,1
67375,67375,133949,133950,How would you fight multiple people at once?,How do I fight multiple opponents in a fight?,1
282641,282641,555570,555571,Should I consume protein shake?,Should I use protein shake?,1
355634,355634,696503,696504,Clean India drive?,What is clean India?,1
293988,293988,577531,577532,Who's Santa claus?,Who is Santa Claus?,1
344274,344274,674723,674724,Can I make money online?,How do I make money from home?,1
194796,194796,384497,384498,Will the Rs 2000 note also be demonetized?,Will the 2000 note be demonetized on 31 December 2016?,1
186415,186415,368099,368100,How do the symbols of togetherness look like?,What are the symbols of togetherness?,1
385177,385177,753125,753126,Does the new 2000 note has a chip inside for its tracking by GPS?,Is there really a chip embedded in the new Rupees 2000 note?,1
42793,42793,85231,85232,Are dark matter and neutrinos at some level the same thing?,"Considering neutrinos have mass, are they a candidate for dark matter?",1
136022,136022,269326,269327,Is Time travel possible?,Is TIME Travel really possible? What should I know before doing it?,1
373547,373547,730878,730879,What are the 6 business strategies?,What are some business strategies?,1
228291,228291,449891,449892,Why do people ask questions on Quora that can easily be answered by Google?,Why do people on Quora ask silly questions about the facts which can be googled very easily?,1
218085,218085,429990,429991,How can I remove a waypoint in Google maps?,How can I remove waypoints from Google maps?,1
146812,146812,290492,290493,How do I stop my Chihuahua from biting my shoes?,How do I stop my Husky/Border Collie puppy from chewing my socks?,1
109531,109531,217202,217203,What’s the quickest way to build credit?,What is the best way to build a credit score?,1
50268,50268,100058,100059,What's the most interesting thing you've done this year?,What was the best thing that you did this year?,1
127923,127923,253417,253418,How is Donald Trump a better choice than Hillary Clinton?,"Who is better, Trump or Clinton?",1
45559,45559,90721,90722,How do I lose fats and excessive weight from body?,How can you lose weight fast in a healthy way?,1
346190,346190,678389,678390,How can you delete your Yahoo Mail ID?,How do you delete your Yahoo account permanently?,1
353662,353662,692710,692711,Why are you feeling happy today?,Are you feeling happy today? Why?,1
121406,121406,240590,240591,Why Cyrus Mistry has been sacked all of a sudden?,Why Cyrus Mistry has been replaced by Ratan Tata?,1
216274,216274,426446,426447,How can I efficiently remember what I have read?,How can I remember what I've read?,1
266623,266623,524514,524515,How can hydrochloric acid be neutralized?,How do you neutralize hydrochloric acid?,1
331840,331840,650714,650715,What are Daenerys' visions in the House of the Undying in the book?,What did the visions that Daenarys see in The House of the Undying mean?,1
326903,326903,641171,641172,What are some good photography websites?,Where can I find a good photography website?,1
353652,353652,692692,692693,How can I get meth out of my system in two days?,Is there any pill you can buy to flush meth out of your system for a drug test?,1
375703,375703,734998,251151,How does Google make its money?,How does Google earn money?,1
124298,124298,246286,246287,Why should one choose IPS over IAS?,How Ips can be better than IAS?,1
104286,104286,206861,206862,What are some of the best Hindi short films?,What are some of the best Hindi short films on youtube?,1
281733,281733,553819,553820,"How much money can the Indian government print after the government banned Rs. 500 and Rs. 1,000?",Why do you think Indian government has demolished RS 500 and RS 1000 notes?,1
281137,281137,552655,552656,How do I look at photos on an Instagram account if it's private?,Is there any way to creep somebody's pics on Instagram that account is private?,1
155418,155418,307369,307370,Why is the sign on new Rs 2000 and 500 notes that of Urjit Patel and not of Raghuram Rajan?,"How did RBI governor Urjit Patel’s signature appear on the new Rs 2,000, Rs 500 notes when the government claims the printing began in August-Sep.?",1
30690,30690,61180,61181,What are the differences between Brazilian jiu jitsu and Muay Thai?,What is the difference between Muay Thai and Brazilian Jiu Jitsu?,1
174387,174387,344535,344536,Who should be the president of India in 2017?,Who will be the next India President?,1
192740,192740,380493,380494,What are your New Year's resolutions for 2017?,What is your New Year Resolution for 2017?,1
162349,162349,320964,320965,What will be the effect of possible war between India and Pakistan on Indian Stock market?,"What will be the disaster effect, if nuclear war breaks out between India and Pakistan?",1
1789,1789,3579,3580,How can I travel with low budget?,How do I travel with a low budget?,1
69022,69022,137200,137201,Which is the largest river?,What is the largest river in the world?,1
26615,26615,53074,53075,What is the best way to meet new friends?,What is the best way to meet new friends abroad?,1
398861,398861,779297,779298,How do I become mature?,How could I become mature and have a stable mind?,1
38964,38964,77624,77625,What is the smell in the air right after a rain?,What exactly is the smell of rain?,1
907,907,1815,1816,What is your view on the recent demonetization in India?,What are your views on demonetization of ₹500 & ₹1000 notes in India?,1
35883,35883,71498,71499,Would you date a billionaire as a woman? Would it change your decision if he told you on the first date?,Would you date a billionaire as a women?,1
386065,386065,754836,754837,What is the best way to write a CV?,How do I write resume?,1
289806,289806,379408,569434,"What are some of good books to read by non- American, Canadian, or British authors?",What are some good nonfiction books written by non-American authors?,1
